Data Source,World Development Indicators,,,,,,,,,,,,
,,,,,,,,,,,,,
Last Updated Date,2025-10-07,,,,,,,,,,,,
,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lebanon,LBN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,95.26000214,94.78418847,,,,,
Liberia,LBR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Libya,LBY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.90611267,94.31925964,94.32518005,94.48831177,94.64031982,94.68540955,94.83338928,94.99784088,95.11723328,95.23059845
Least developed countries: UN classification,LDC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,70.63680267,72.28742218,72.91300201,73.22025299,73.27986908,73.37272644,73.82478333,74.23892212,74.49672699,74.6955719
Low income,LIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,68.84143829,69.1472168,69.89073944,70.14782715,69.89437866,69.93763733,70.20929718,70.47331238,70.73860931,70.93727112
Liechtenstein,LIE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.59609109,93.45999908,92.98000336,92.76999664,93.02999878,93.27999878,93.33999634,93.33999634,93.44999695,
Lower middle income,LMC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,80.67305756,81.20497894,81.6190033,82.15184784,81.98693848,82.47557068,82.9440918,83.41703796,83.78928375,84.15119171
Low & middle income,LMY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,88.0332489,88.29238892,88.42543793,88.65612793,88.60502625,88.77342987,88.92008209,89.12397003,89.27835083,89.41928864
Lesotho,LSO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,95.94000244,,80.23000336,87.67336749,,,,,83.15000153
Late-demographic dividend,LTE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.15016174,97.30399323,97.37809753,97.46679688,97.54657745,97.62728882,97.71092987,97.7906189,97.86179352,97.93994141
Lithuania,LTU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Luxembourg,LUX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
